lockernum,written_lockernum,floor,reserved,sector,building,department
I4C129,129,4,0,C,IS,GM
I4C130,130,4,0,C,IS,GM
I4C131,131,4,0,C,IS,GM
I4C132,132,4,0,C,IS,GM
I4C133,133,4,0,C,IS,GM
I4C134,134,4,0,C,IS,GM
I4C135,135,4,0,C,IS,GM
I4C136,136,4,0,C,IS,GM
I4C137,137,4,0,C,IS,GM
I4C138,138,4,0,C,IS,GM
I4C139,139,4,0,C,IS,GM
I4C140,140,4,0,C,IS,GM
I5E001,1,5,0,E,IS,GM
I5E002,2,5,0,E,IS,GM
I5E003,3,5,0,E,IS,GM
I5E004,4,5,0,E,IS,GM
I5E005,5,5,0,E,IS,GM
I5E006,6,5,0,E,IS,GM
I5E007,7,5,0,E,IS,GM
I5E008,8,5,0,E,IS,GM
I5E009,9,5,0,E,IS,GM
I5E010,10,5,0,E,IS,GM
I5E011,11,5,0,E,IS,GM
I5E012,12,5,0,E,IS,GM
I5E013,13,5,0,E,IS,GM
I5E014,14,5,0,E,IS,GM
I5E015,15,5,0,E,IS,GM
I5E016,16,5,0,E,IS,GM
I5E017,17,5,0,E,IS,GM
I5E018,18,5,0,E,IS,GM
I5E019,19,5,0,E,IS,GM
I5E020,20,5,0,E,IS,GM
I5E021,21,5,0,E,IS,GM
I5E022,22,5,0,E,IS,GM
I5E023,23,5,0,E,IS,GM
I5E024,24,5,0,E,IS,GM
I5E025,25,5,0,E,IS,GM
I5E026,26,5,0,E,IS,GM
I5E027,27,5,0,E,IS,GM
I5E028,28,5,0,E,IS,GM
I5E029,29,5,0,E,IS,GM
I5E030,30,5,0,E,IS,GM
I5E031,31,5,0,E,IS,GM
I5E032,32,5,0,E,IS,GM
I5E033,33,5,0,E,IS,GM
I5E034,34,5,0,E,IS,GM
I5E035,35,5,0,E,IS,GM
I5E036,36,5,0,E,IS,GM
I5E037,37,5,0,E,IS,GM
I5E038,38,5,0,E,IS,GM
I5E039,39,5,0,E,IS,GM
I5E040,40,5,0,E,IS,GM
I5F041,41,5,0,F,IS,GM
I5F042,42,5,0,F,IS,GM
I5F043,43,5,0,F,IS,GM
I5F044,44,5,0,F,IS,GM
I5F045,45,5,0,F,IS,GM
I5F046,46,5,0,F,IS,GM
I5F047,47,5,0,F,IS,GM
I5F048,48,5,0,F,IS,GM
I5F049,49,5,0,F,IS,GM
I5F050,50,5,0,F,IS,GM
I5F051,51,5,0,F,IS,GM
I5F052,52,5,0,F,IS,GM
I5F053,53,5,0,F,IS,GM
I5F054,54,5,0,F,IS,GM
I5F055,55,5,0,F,IS,GM
I5F056,56,5,0,F,IS,GM
I5F057,57,5,0,F,IS,GM
I5F058,58,5,0,F,IS,GM
I5F059,59,5,0,F,IS,GM
I5F060,60,5,0,F,IS,GM
I5F061,61,5,0,F,IS,GM
I5F062,62,5,0,F,IS,GM
I5F063,63,5,0,F,IS,GM
I5F064,64,5,0,F,IS,GM
I5F065,65,5,0,F,IS,GM
I5F066,66,5,0,F,IS,GM
I5F067,67,5,0,F,IS,GM
I5F068,68,5,0,F,IS,GM
I5F069,69,5,0,F,IS,GM
I5F070,70,5,0,F,IS,GM
I5G071,71,5,0,G,IS,GM
I5G072,72,5,0,G,IS,GM
I5G073,73,5,0,G,IS,GM
I5G074,74,5,0,G,IS,GM
I5G075,75,5,0,G,IS,GM
I5G076,76,5,0,G,IS,GM
I5G077,77,5,0,G,IS,GM
I5G078,78,5,0,G,IS,GM
I5G079,79,5,0,G,IS,GM
I5G080,80,5,0,G,IS,GM
I5G081,81,5,0,G,IS,GM
I5G082,82,5,0,G,IS,GM
I5G083,83,5,0,G,IS,GM
I5G084,84,5,0,G,IS,GM
I5G085,85,5,0,G,IS,GM
I5G086,86,5,0,G,IS,GM
I5G087,87,5,0,G,IS,GM
I5G088,88,5,0,G,IS,GM
I5G089,89,5,0,G,IS,GM
I5G090,90,5,0,G,IS,GM
I5G091,91,5,0,G,IS,GM
I5G092,92,5,0,G,IS,GM
I5G093,93,5,0,G,IS,GM
I5G094,94,5,0,G,IS,GM
I5G095,95,5,0,G,IS,GM
I5G096,96,5,0,G,IS,GM
I5G097,97,5,0,G,IS,GM
I5G098,98,5,0,G,IS,GM
I5G099,99,5,0,G,IS,GM
I5G100,100,5,0,G,IS,GM
I5H101,101,5,0,H,IS,GM
I5H102,102,5,0,H,IS,GM
I5H103,103,5,0,H,IS,GM
I5H104,104,5,0,H,IS,GM
I5H105,105,5,0,H,IS,GM
I5H106,106,5,0,H,IS,GM
I5H107,107,5,0,H,IS,GM
I5H108,108,5,0,H,IS,GM
I5H109,109,5,0,H,IS,GM
I5H110,110,5,0,H,IS,GM
I5H111,111,5,0,H,IS,GM
I5H112,112,5,0,H,IS,GM
I5H113,113,5,0,H,IS,GM
I5H114,114,5,0,H,IS,GM
I5H115,115,5,0,H,IS,GM
I5H116,116,5,0,H,IS,GM
I5H117,117,5,0,H,IS,GM
I5H118,118,5,0,H,IS,GM
I5H119,119,5,0,H,IS,GM
I5H120,120,5,0,H,IS,GM
I5H121,121,5,0,H,IS,GM
I5H122,122,5,0,H,IS,GM
I5H123,123,5,0,H,IS,GM
I5H124,124,5,0,H,IS,GM
I5H125,125,5,0,H,IS,GM
I5H126,126,5,0,H,IS,GM
I5H127,127,5,0,H,IS,GM
I5H128,128,5,0,H,IS,GM
I5H129,129,5,0,H,IS,GM
I5H130,130,5,0,H,IS,GM
I5H131,131,5,0,H,IS,GM
I5H132,132,5,0,H,IS,GM
I5H133,133,5,0,H,IS,GM
I5H134,134,5,0,H,IS,GM
I5H135,135,5,0,H,IS,GM
I5H136,136,5,0,H,IS,GM
I5H137,137,5,0,H,IS,GM
I5H138,138,5,0,H,IS,GM
I5H139,139,5,0,H,IS,GM
I5H140,140,5,0,H,IS,GM
I6I051,51,6,0,I,IS,GM
I6I052,52,6,0,I,IS,GM
I6I053,53,6,0,I,IS,GM
I6I054,54,6,0,I,IS,GM
I6I055,55,6,0,I,IS,GM
I6I056,56,6,0,I,IS,GM
I6I057,57,6,0,I,IS,GM
I6I058,58,6,0,I,IS,GM
I6I059,59,6,0,I,IS,GM
I6I060,60,6,0,I,IS,GM
I6I061,61,6,0,I,IS,GM
I6I062,62,6,0,I,IS,GM
I6I063,63,6,0,I,IS,GM
I6I064,64,6,0,I,IS,GM
I6I065,65,6,0,I,IS,GM
I6I066,66,6,0,I,IS,GM
I6I067,67,6,0,I,IS,GM
I6I068,68,6,0,I,IS,GM
I6I069,69,6,0,I,IS,GM
I6I070,70,6,0,I,IS,GM
I6J071,71,6,0,J,IS,GM
I6J072,72,6,0,J,IS,GM
I6J073,73,6,0,J,IS,GM
I6J074,74,6,0,J,IS,GM
I6J075,75,6,0,J,IS,GM
I6J076,76,6,0,J,IS,GM
I6J077,77,6,0,J,IS,GM
I6J078,78,6,0,J,IS,GM
I6J079,79,6,0,J,IS,GM
I6J080,80,6,0,J,IS,GM
I6J081,81,6,0,J,IS,GM
I6J082,82,6,0,J,IS,GM
I6J083,83,6,0,J,IS,GM
I6J084,84,6,0,J,IS,GM
I6J085,85,6,0,J,IS,GM
I6J086,86,6,0,J,IS,GM
I6J087,87,6,0,J,IS,GM
I6J088,88,6,0,J,IS,GM
I6J089,89,6,0,J,IS,GM
I6J090,90,6,0,J,IS,GM
I6J091,91,6,0,J,IS,GM
I6J092,92,6,0,J,IS,GM
I6J093,93,6,0,J,IS,GM
I6J094,94,6,0,J,IS,GM
I6J095,95,6,0,J,IS,GM
I6J096,96,6,0,J,IS,GM
I6J097,97,6,0,J,IS,GM
I6J098,98,6,0,J,IS,GM
I6J099,99,6,0,J,IS,GM
I6J100,100,6,0,J,IS,GM
I0B061,61,0,0,B,IS,SW
I0B062,62,0,0,B,IS,SW
I0B063,63,0,0,B,IS,SW
I0B064,64,0,0,B,IS,SW
I0B065,65,0,0,B,IS,SW
I0B066,66,0,0,B,IS,SW
I0B067,67,0,0,B,IS,SW
I0B068,68,0,0,B,IS,SW
I0B069,69,0,0,B,IS,SW
I0B070,70,0,0,B,IS,SW
I0B071,71,0,0,B,IS,SW
I0B072,72,0,0,B,IS,SW
I0B073,73,0,0,B,IS,SW
I0B074,74,0,0,B,IS,SW
I0B075,75,0,0,B,IS,SW
I0B076,76,0,0,B,IS,SW
I0B077,77,0,0,B,IS,SW
I0B078,78,0,0,B,IS,SW
I0B079,79,0,0,B,IS,SW
I0B080,80,0,0,B,IS,SW
I0D151,151,0,0,D,IS,SW
I0D152,152,0,0,D,IS,SW
I0D153,153,0,0,D,IS,SW
I0D154,154,0,0,D,IS,SW
I0D155,155,0,0,D,IS,SW
I0D156,156,0,0,D,IS,SW
I0D157,157,0,0,D,IS,SW
I0D158,158,0,0,D,IS,SW
I0D159,159,0,0,D,IS,SW
I0D160,160,0,0,D,IS,SW
I0D161,161,0,0,D,IS,SW
I0D162,162,0,0,D,IS,SW
I0D163,163,0,0,D,IS,SW
I0D164,164,0,0,D,IS,SW
I0D165,165,0,0,D,IS,SW
I0D166,166,0,0,D,IS,SW
I0D167,167,0,0,D,IS,SW
I0D168,168,0,0,D,IS,SW
I0D169,169,0,0,D,IS,SW
I0D170,170,0,0,D,IS,SW
I3A001,1,3,0,A,IS,SW
I3A002,2,3,0,A,IS,SW
I3A003,3,3,0,A,IS,SW
I3A004,4,3,0,A,IS,SW
I3A005,5,3,0,A,IS,SW
I3A006,6,3,0,A,IS,SW
I3A007,7,3,0,A,IS,SW
I3A008,8,3,0,A,IS,SW
I3A009,9,3,0,A,IS,SW
I3A010,10,3,0,A,IS,SW
I3A011,11,3,0,A,IS,SW
I3A012,12,3,0,A,IS,SW
I3A013,13,3,0,A,IS,SW
I3A014,14,3,0,A,IS,SW
I3A015,15,3,0,A,IS,SW
I3A016,16,3,0,A,IS,SW
I3A017,17,3,0,A,IS,SW
I3A018,18,3,0,A,IS,SW
I3A019,19,3,0,A,IS,SW
I3A020,20,3,0,A,IS,SW
I3C101,101,3,0,C,IS,SW
I3C102,102,3,0,C,IS,SW
I3C103,103,3,0,C,IS,SW
I3C104,104,3,0,C,IS,SW
I3C105,105,3,0,C,IS,SW
I3C106,106,3,0,C,IS,SW
I3C107,107,3,0,C,IS,SW
I3C108,108,3,0,C,IS,SW
I3C109,109,3,0,C,IS,SW
I3C110,110,3,0,C,IS,SW
I3C111,111,3,0,C,IS,SW
I3C112,112,3,0,C,IS,SW
I3C113,113,3,0,C,IS,SW
I3C114,114,3,0,C,IS,SW
I3C115,115,3,0,C,IS,SW
I3C116,116,3,0,C,IS,SW
I3C117,117,3,0,C,IS,SW
I3C118,118,3,0,C,IS,SW
I3C119,119,3,0,C,IS,SW
I3C120,120,3,0,C,IS,SW
I3C121,121,3,0,C,IS,SW
I3C122,122,3,0,C,IS,SW
I3C123,123,3,0,C,IS,SW
I3C124,124,3,0,C,IS,SW
I3C125,125,3,0,C,IS,SW
I3C126,126,3,0,C,IS,SW
I3C127,127,3,0,C,IS,SW
I3C128,128,3,0,C,IS,SW
I3C129,129,3,0,C,IS,SW
I3C130,130,3,0,C,IS,SW
I3C131,131,3,0,C,IS,SW
I3C132,132,3,0,C,IS,SW
I3C133,133,3,0,C,IS,SW
I3C134,134,3,0,C,IS,SW
I3C135,135,3,0,C,IS,SW
I3C136,136,3,0,C,IS,SW
I3C137,137,3,0,C,IS,SW
I3C138,138,3,0,C,IS,SW
I3C139,139,3,0,C,IS,SW
I3C140,140,3,0,D,IS,SW
I3D141,141,3,0,D,IS,SW
I3D142,142,3,0,D,IS,SW
I3D143,143,3,0,D,IS,SW
I3D144,144,3,0,D,IS,SW
I3D145,145,3,0,D,IS,SW
I3D146,146,3,0,D,IS,SW
I3D147,147,3,0,D,IS,SW
I3D148,148,3,0,D,IS,SW
I3D149,149,3,0,D,IS,SW
I3D150,150,3,0,D,IS,SW
I3D151,151,3,0,D,IS,SW
I3D152,152,3,0,D,IS,SW
I3D153,153,3,0,D,IS,SW
I3D154,154,3,0,D,IS,SW
I3D155,155,3,0,D,IS,SW
I3D156,156,3,0,D,IS,SW
I3D157,157,3,0,D,IS,SW
I3D158,158,3,0,D,IS,SW
I3D159,159,3,0,D,IS,SW
I3D160,160,3,0,D,IS,SW
I3D161,161,3,0,D,IS,SW
I3D162,162,3,0,D,IS,SW
I3D163,163,3,0,D,IS,SW
I3D164,164,3,0,D,IS,SW
I3D165,165,3,0,D,IS,SW
I3D166,166,3,0,D,IS,SW
I3D167,167,3,0,D,IS,SW
I3D168,168,3,0,D,IS,SW
I3D169,169,3,0,D,IS,SW
I3D170,170,3,0,D,IS,SW
I3E171,171,3,0,E,IS,SW
I3E172,172,3,0,E,IS,SW
I3E173,173,3,0,E,IS,SW
I3E174,174,3,0,E,IS,SW
I3E175,175,3,0,E,IS,SW
I3E176,176,3,0,E,IS,SW
I3E177,177,3,0,E,IS,SW
I3E178,178,3,0,E,IS,SW
I3E179,179,3,0,E,IS,SW
I3E180,180,3,0,E,IS,SW
I3E181,181,3,0,E,IS,SW
I3E182,182,3,0,E,IS,SW
I3E183,183,3,0,E,IS,SW
I3E184,184,3,0,E,IS,SW
I3E185,185,3,0,E,IS,SW
I3E186,186,3,0,E,IS,SW
I3E187,187,3,0,E,IS,SW
I3E188,188,3,0,E,IS,SW
I3E189,189,3,0,E,IS,SW
I3E190,190,3,0,E,IS,SW
I3E191,191,3,0,E,IS,SW
I3E192,192,3,0,E,IS,SW
I3E193,193,3,0,E,IS,SW
I3E194,194,3,0,E,IS,SW
I3E195,195,3,0,E,IS,SW
I3E196,196,3,0,E,IS,SW
I3E197,197,3,0,E,IS,SW
I3E198,198,3,0,E,IS,SW
I3E199,199,3,0,E,IS,SW
I3E200,200,3,0,E,IS,SW
I4A001,1,4,0,A,IS,SW
I4A002,2,4,0,A,IS,SW
I4A003,3,4,0,A,IS,SW
I4A004,4,4,0,A,IS,SW
I4A005,5,4,0,A,IS,SW
I4A006,6,4,0,A,IS,SW
I4A007,7,4,0,A,IS,SW
I4A008,8,4,0,A,IS,SW
I4A009,9,4,0,A,IS,SW
I4A010,10,4,0,A,IS,SW
I4A011,11,4,0,A,IS,SW
I4A012,12,4,0,A,IS,SW
I4A013,13,4,0,A,IS,SW
I4A014,14,4,0,A,IS,SW
I4A015,15,4,0,A,IS,SW
I4A016,16,4,0,A,IS,SW
I4A017,17,4,0,A,IS,SW
I4A018,18,4,0,A,IS,SW
I4A019,19,4,0,A,IS,SW
I4A020,20,4,0,A,IS,SW
I4A021,21,4,0,A,IS,SW
I4A022,22,4,0,A,IS,SW
I4A023,23,4,0,A,IS,SW
I4A024,24,4,0,A,IS,SW
I4A025,25,4,0,A,IS,SW
I4A026,26,4,0,A,IS,SW
I4A027,27,4,0,A,IS,SW
I4A028,28,4,0,A,IS,SW
I4A029,29,4,0,A,IS,SW
I4A030,30,4,0,A,IS,SW
I4A031,31,4,0,A,IS,SW
I4A032,32,4,0,A,IS,SW
I4A033,33,4,0,A,IS,SW
I4A034,34,4,0,A,IS,SW
I4A035,35,4,0,A,IS,SW
I4A036,36,4,0,A,IS,SW
I4A037,37,4,0,A,IS,SW
I4A038,38,4,0,A,IS,SW
I4A039,39,4,0,A,IS,SW
I4A040,40,4,0,A,IS,SW
I4A041,41,4,0,A,IS,SW
I4A042,42,4,0,A,IS,SW
I4A043,43,4,0,A,IS,SW
I4A044,44,4,0,A,IS,SW
I4A045,45,4,0,A,IS,SW
I4A046,46,4,0,A,IS,SW
I4A047,47,4,0,A,IS,SW
I4A048,48,4,0,A,IS,SW
I4A049,49,4,0,A,IS,SW
I4A050,50,4,0,A,IS,SW
I4A051,51,4,0,A,IS,SW
I4A052,52,4,0,A,IS,SW
I4A053,53,4,0,A,IS,SW
I4A054,54,4,0,A,IS,SW
I4A055,55,4,0,A,IS,SW
I4A056,56,4,0,A,IS,SW
I4A057,57,4,0,A,IS,SW
I4A058,58,4,0,A,IS,SW
I4A059,59,4,0,A,IS,SW
I4A060,60,4,0,A,IS,SW
I4A061,61,4,0,A,IS,SW
I4A062,62,4,0,A,IS,SW
I4A063,63,4,0,A,IS,SW
I4A064,64,4,0,A,IS,SW
I4A065,65,4,0,A,IS,SW
I4A066,66,4,0,A,IS,SW
I4A067,67,4,0,A,IS,SW
I4A068,68,4,0,A,IS,SW
I4A069,69,4,0,A,IS,SW
I4A070,70,4,0,A,IS,SW
I4A071,71,4,0,A,IS,SW
I4A072,72,4,0,A,IS,SW
I4A073,73,4,0,A,IS,SW
I4A074,74,4,0,A,IS,SW
I4A075,75,4,0,A,IS,SW
I4A076,76,4,0,A,IS,SW
I4A077,77,4,0,A,IS,SW
I4A078,78,4,0,A,IS,SW
I4A079,79,4,0,A,IS,SW
I4A080,80,4,0,A,IS,SW
H0A001,1,0,0,A,HN,AIC
H0A002,2,0,0,A,HN,AIC
H0A003,3,0,0,A,HN,AIC
H0A004,4,0,0,A,HN,AIC
H0A005,5,0,0,A,HN,AIC
H0A006,6,0,0,A,HN,AIC
H0A007,7,0,0,A,HN,AIC
H0A008,8,0,0,A,HN,AIC
H0A009,9,0,0,A,HN,AIC
H0A010,10,0,0,A,HN,AIC
H0A011,11,0,0,A,HN,AIC
H0A012,12,0,0,A,HN,AIC
H0A013,13,0,0,A,HN,AIC
H0A014,14,0,0,A,HN,AIC
H0A015,15,0,0,A,HN,AIC
H0A016,16,0,0,A,HN,AIC
H0A017,17,0,0,A,HN,AIC
H0A018,18,0,0,A,HN,AIC
H0A019,19,0,0,A,HN,AIC
H0A020,20,0,0,A,HN,AIC
H4A021,21,4,0,A,HN,AIC
H4A022,22,4,0,A,HN,AIC
H4A023,23,4,0,A,HN,AIC
H4A024,24,4,0,A,HN,AIC
H4A025,25,4,0,A,HN,AIC
H4A026,26,4,0,A,HN,AIC
H4A027,27,4,0,A,HN,AIC
H4A028,28,4,0,A,HN,AIC
H4A029,29,4,0,A,HN,AIC
H4A030,30,4,0,A,HN,AIC
H4A031,31,4,0,A,HN,AIC
H4A032,32,4,0,A,HN,AIC
H4A033,33,4,0,A,HN,AIC
H4A034,34,4,0,A,HN,AIC
H4A035,35,4,0,A,HN,AIC
H4A036,36,4,0,A,HN,AIC
H4A037,37,4,0,A,HN,AIC
H4A038,38,4,0,A,HN,AIC
H4A039,39,4,0,A,HN,AIC
H4A040,40,4,0,A,HN,AIC
H4A041,41,4,0,A,HN,AIC
H4A042,42,4,0,A,HN,AIC
H4A043,43,4,0,A,HN,AIC
H4A044,44,4,0,A,HN,AIC
H4A045,45,4,0,A,HN,AIC
H4A046,46,4,0,A,HN,AIC
H4A047,47,4,0,A,HN,AIC
H4A048,48,4,0,A,HN,AIC
H4A049,49,4,0,A,HN,AIC
H4A050,50,4,0,A,HN,AIC
H4A051,51,4,0,A,HN,AIC
H4A052,52,4,0,A,HN,AIC
H4A053,53,4,0,A,HN,AIC
H4A054,54,4,0,A,HN,AIC
H4A055,55,4,0,A,HN,AIC
H4A056,56,4,0,A,HN,AIC
H4A057,57,4,0,A,HN,AIC
H4A058,58,4,0,A,HN,AIC
H4A059,59,4,0,A,HN,AIC
H4A060,60,4,0,A,HN,AIC
H4A061,61,4,0,A,HN,AIC
H4A062,62,4,0,A,HN,AIC
H4A063,63,4,0,A,HN,AIC
H4A064,64,4,0,A,HN,AIC
H4A065,65,4,0,A,HN,AIC
H4A066,66,4,0,A,HN,AIC
H4A067,67,4,0,A,HN,AIC
H4A068,68,4,0,A,HN,AIC
H4A069,69,4,0,A,HN,AIC
H4A070,70,4,0,A,HN,AIC
H4A071,71,4,0,A,HN,AIC
H4A072,72,4,0,A,HN,AIC
H4A073,73,4,0,A,HN,AIC
H4A074,74,4,0,A,HN,AIC
H4A075,75,4,0,A,HN,AIC
H4A076,76,4,0,A,HN,AIC
H4A077,77,4,0,A,HN,AIC
H4A078,78,4,0,A,HN,AIC
H4A079,79,4,0,A,HN,AIC
H4A080,80,4,0,A,HN,AIC
